idx,cluster
3896,3
3902,1
3905,1
3907,1
3908,1
3910,1
3920,1
3940,3
3941,1
3942,1
3944,1
3948,3
3954,1
3958,1
3962,1
3966,1
3968,1
3969,1
3970,1
3972,1
3978,1
3980,1
3982,1
3985,1
3998,1
4003,1
4005,1
4018,1
4031,1
4032,1
4038,1
4048,1
4051,1
4052,1
4053,1
4056,1
4058,1
4067,1
4069,1
4071,3
4074,3
4077,1
4081,3
4089,3
4099,1
4100,1
4111,1
4114,1
4124,1
4127,1
4132,1
4133,1
4136,1
4137,1
4139,1
4142,1
4145,1
4157,1
4158,1
4161,1
4162,1
4167,1
4168,1
4170,1
4178,1
4185,1
4186,1
4189,1
4190,1
4194,1
4195,1
4197,1
4205,1
4207,1
4221,1
4224,3
4225,1
4226,1
4230,1
4233,1
4248,1
4249,1
4256,1
4257,1
4258,1
4264,1
4265,1
4266,1
4282,1
4287,1
4289,1
4297,1
4300,3
4313,1
4320,1
4326,1
4330,1
4336,1
4339,3
4340,1
4343,1
4347,1
4348,1
4353,1
4360,1
4368,1
4370,1
4389,3
4391,1
4397,1
4402,1
4408,1
4415,1
4420,1
4421,1
4422,1
4425,1
4428,1
4429,1
4436,1
4437,1
4440,1
4449,1
4451,1
4453,1
4457,1
4460,1
4472,1
4473,1
4475,1
4476,1
4477,1
4483,1
4487,1
4488,1
4492,1
4500,1
4506,1
4509,1
4514,1
4531,1
4542,1
4549,1
4554,1
4555,1
4559,1
4576,1
4587,1
4589,1
4590,1
4608,1
4615,1
4621,1
4624,1
4629,1
4630,1
4639,1
4642,1
4647,1
4649,1
4650,1
4658,1
4670,1
4680,1
4691,1
4693,1
4707,1
4723,1
4732,1
4733,1
4734,1
4738,1
4748,1
4753,1
4756,1
4758,1
4764,1
4767,1
4778,1
4780,1
4783,1
4787,1
4792,1
4794,1
4796,1
4797,1
4798,1
